currentScore,opponentScore,pendingScore,remainingDice,turnNumber,isOpen,scoreGap,pointsNeededToWin,bustProbability,expectedValue,decidedToHold,outcome,won
3500,1900,350,1,12,true,1600,6500,0.671,-208.0,true,350,false
4500,2100,1000,3,13,true,2400,5500,0.278,-196.5,true,1000,false
4500,2100,250,3,13,true,2400,5500,0.278,16.9,false,250,false
4500,2100,300,2,13,true,2400,5500,0.435,-84.4,true,0,false
4900,3150,400,4,14,true,1750,5100,0.159,83.1,true,400,false
5200,3400,300,2,15,true,1800,4800,0.435,-85.3,true,300,false
5200,3400,100,4,15,true,1800,4800,0.159,125.3,false,100,false
5200,3400,150,3,15,true,1800,4800,0.278,45.2,false,50,false
5200,3400,150,3,15,true,1800,4800,0.278,45.3,false,-150,false
5500,4400,300,2,16,true,1100,4500,0.435,-81.7,true,300,false
5500,4550,0,6,17,true,950,4500,0.033,348.3,false,0,false
5700,4800,200,3,18,true,900,4300,0.278,32.9,true,200,false
5700,4800,400,2,18,true,900,4300,0.435,-124.0,true,0,false
5950,5300,250,2,19,true,650,4050,0.435,-61.6,true,250,false
5950,5300,150,4,19,true,650,4050,0.159,122.4,false,150,false
5950,5300,150,4,19,true,650,4050,0.159,121.1,false,-150,false
6450,5600,500,3,20,true,850,3550,0.278,-45.3,true,500,false
6750,5850,300,4,21,true,900,3250,0.159,93.4,true,300,false
6750,5850,300,2,21,true,900,3250,0.435,-84.3,true,0,false
7000,7850,250,3,22,true,-850,3000,0.278,20.9,true,250,false
7000,7850,150,4,22,true,-850,3000,0.159,116.0,false,150,false
7000,7850,350,2,22,true,-850,3000,0.435,-103.5,true,0,false
7200,8300,200,3,23,true,-1100,2800,0.278,30.6,true,200,false
7200,8300,500,2,23,true,-1100,2800,0.435,-172.9,true,500,false
8100,8300,400,5,24,true,-200,1900,0.080,195.9,true,400,false
8100,8300,300,2,24,true,-200,1900,0.435,-91.1,true,0,false
8550,8600,450,1,25,true,-50,1450,0.671,-278.6,true,450,false
8550,8700,4000,1,26,true,-150,1450,0.671,-2626.8,true,-4000,false
8700,8900,150,4,27,true,-200,1300,0.159,122.5,true,150,false
8700,8900,1000,3,27,true,-200,1300,0.278,-196.6,true,1000,false
9800,8900,100,5,28,true,900,200,0.080,214.6,true,100,false
9800,9050,500,6,29,true,750,200,0.033,346.9,true,-500,false
9950,9200,150,4,30,true,750,50,0.159,118.7,true,150,false
9950,9350,200,3,31,true,600,50,0.278,33.6,true,-200,false
9950,9500,600,3,32,true,450,50,0.278,-82.0,true,-600,false
9950,9650,500,2,33,true,300,50,0.435,-175.2,true,-500,false
9950,9650,200,3,33,true,300,50,0.278,34.3,true,0,false
9950,9950,300,2,34,true,0,50,0.435,-83.6,true,-300,false
9950,9950,100,4,35,true,0,50,0.159,131.0,true,-100,false
9950,9950,100,4,36,true,0,50,0.159,136.5,true,-100,false
9950,9950,200,3,37,true,0,50,0.278,33.8,true,-200,false
9950,9950,200,3,38,true,0,50,0.278,31.9,true,-200,false
9950,9950,700,1,39,true,0,50,0.671,-445.6,true,-700,false
9950,9950,250,3,40,true,0,50,0.278,19.7,true,-250,false
9950,9950,100,4,41,true,0,50,0.159,126.2,true,-100,false
0,0,50,5,1,false,0,10000,0.080,223.2,false,50,true
0,0,100,4,1,false,0,10000,0.159,129.5,false,50,true
0,0,200,3,1,false,0,10000,0.278,31.1,false,100,true
0,0,300,1,1,false,0,10000,0.671,-172.1,false,100,true
0,0,300,1,1,false,0,10000,0.671,-173.9,false,-300,true
0,0,100,5,2,false,0,10000,0.080,224.4,false,100,true
0,0,200,3,2,false,0,10000,0.278,36.0,false,100,true
0,0,250,2,2,false,0,10000,0.435,-57.1,false,50,true
0,0,300,1,2,false,0,10000,0.671,-175.4,false,50,true
0,0,400,6,2,false,0,10000,0.033,334.6,false,100,true
0,0,1000,1,2,true,0,10000,0.671,-647.2,true,1000,true
450,0,450,1,3,true,450,9550,0.671,-272.8,true,450,true
750,0,300,5,4,true,750,9250,0.080,199.8,true,300,true
950,0,200,4,5,true,950,9050,0.159,114.1,true,200,true
1150,400,200,4,6,true,750,8850,0.159,113.1,true,200,true
1550,700,400,1,7,true,850,8450,0.671,-242.2,true,400,true
1700,900,150,4,8,true,800,8300,0.159,121.3,true,150,true
1700,900,550,1,8,true,800,8300,0.671,-336.6,true,0,true
1700,1500,0,6,9,true,200,8300,0.033,360.4,false,0,true
1900,1900,200,4,10,true,0,8100,0.159,116.7,true,200,true
1900,3150,800,6,11,true,-1250,8100,0.033,336.0,true,0,true
1900,3150,200,4,11,true,-1250,8100,0.159,111.4,true,0,true
2100,3500,200,3,12,true,-1400,7900,0.278,34.2,true,200,true
2100,3500,250,3,12,true,-1400,7900,0.278,16.5,false,250,true
2100,3500,300,2,12,true,-1400,7900,0.435,-78.5,true,0,true
3150,4500,1050,2,13,true,-1350,6850,0.435,-422.7,true,1050,true
3150,4500,250,2,13,true,-1350,6850,0.435,-59.8,true,0,true
3400,4900,250,3,14,true,-1500,6600,0.278,16.9,true,250,true
3400,4900,50,5,14,true,-1500,6600,0.080,220.9,false,50,true
3400,4900,300,2,14,true,-1500,6600,0.435,-80.0,true,0,true
4400,5200,1000,3,15,true,-800,5600,0.278,-196.2,true,1000,true
4550,5500,150,4,16,true,-950,5450,0.159,117.6,true,150,true
4800,5500,250,3,17,true,-700,5200,0.278,21.1,true,250,true
5300,5700,500,3,18,true,-400,4700,0.278,-56.8,true,500,true
5600,5950,300,5,19,true,-350,4400,0.080,202.5,true,300,true
5600,5950,100,4,19,true,-350,4400,0.159,127.3,false,100,true
5600,5950,100,4,19,true,-350,4400,0.159,128.1,false,-100,true
5850,6450,250,3,20,true,-600,4150,0.278,14.3,true,250,true
7850,6750,2000,2,21,true,1100,2150,0.435,-844.4,true,2000,true
8300,7000,450,1,22,true,1300,1700,0.671,-271.8,true,450,true
8300,7700,300,5,23,true,600,1700,0.080,208.5,true,0,true
8600,8100,300,5,24,true,500,1400,0.080,202.0,true,300,true
8700,8550,100,5,25,true,150,1300,0.080,222.1,true,100,true
8900,8550,200,3,26,true,350,1100,0.278,27.5,true,200,true
8900,9700,350,1,27,true,-800,1100,0.671,-210.2,true,0,true
9050,9800,150,4,28,true,-750,950,0.159,117.6,true,150,true
9200,9800,150,4,29,true,-600,800,0.159,121.2,true,150,true
9350,9950,150,4,30,true,-600,650,0.159,120.9,true,150,true
9500,9950,150,4,31,true,-450,500,0.159,122.4,true,150,true
9650,9950,150,4,32,true,-300,350,0.159,120.8,true,150,true
9950,9950,300,3,33,true,0,50,0.278,5.9,true,300,true
9950,9950,200,4,34,true,0,50,0.159,114.9,true,-200,true
9950,9950,800,1,35,true,0,50,0.671,-500.9,true,-800,true
9950,9950,100,5,36,true,0,50,0.080,215.7,true,-100,true
9950,9950,150,4,37,true,0,50,0.159,116.5,true,-150,true
9950,9950,100,5,38,true,0,50,0.080,214.0,true,-100,true
9950,9950,200,3,39,true,0,50,0.278,35.4,true,-200,true
9950,9950,1500,6,40,true,0,50,0.033,307.3,true,-1500,true
10000,9950,50,5,41,true,50,0,0.080,218.9,true,50,true
0,0,150,4,1,false,0,10000,0.159,118.8,false,150,false
0,0,200,3,1,false,0,10000,0.278,31.7,false,50,false
0,0,200,3,1,false,0,10000,0.278,31.5,false,-200,false
0,0,50,5,2,false,0,10000,0.080,229.5,false,50,false
0,0,300,2,2,false,0,10000,0.435,-83.6,false,250,false
0,0,300,2,2,false,0,10000,0.435,-83.4,false,-300,false
0,0,250,2,3,false,0,10000,0.435,-62.4,false,250,false
0,0,250,2,3,false,0,10000,0.435,-61.7,false,-250,false
0,0,250,3,4,false,0,10000,0.278,17.6,false,250,false
0,0,300,2,4,false,0,10000,0.435,-85.9,false,50,false
0,0,300,2,4,false,0,10000,0.435,-82.3,false,-300,false
0,0,150,4,5,false,0,10000,0.159,120.9,false,150,false
0,0,200,3,5,false,0,10000,0.278,27.3,false,50,false
